cedula,nombre,opcion1,opcion2,modalidad,esAbanderado,bachilleratoAfin,capacidadEspecial,porcentajeCapacidadEspecial,esBachiller
1101000268,Andrea Ramos,Geologia,Psicologia,PRESENCIAL,0,0,0,0,0
1101000269,Isabella Ibarra,Marketing,Educacion Basica,PRESENCIAL,0,0,0,0,0
1101000270,Luis Vega,Administracion de Empresas,Educacion Basica,PRESENCIAL,0,1,0,0,0
1101000271,Ricardo Ruiz,Artes Visuales,Bioquimica y Farmacia,PRESENCIAL,0,0,0,0,0
1101000272,Andres Morales,Ingenieria en Sistemas Computacionales,Ingenieria Ambiental,PRESENCIAL,0,1,0,0,0
1101000273,Diego Castillo,Ingenieria en Sistemas Computacionales,Derecho,PRESENCIAL,1,0,0,0,0
1101000274,Silvia Ramirez,Psicopedagogia,Bioquimica y Farmacia,PRESENCIAL,0,0,0,0,0
1101000275,Fernando Ramos,Agropecuaria,Ingenieria en Sistemas Computacionales,PRESENCIAL,0,0,0,0,0
1101000276,Ricardo Rodriguez,Alimentos,Derecho,PRESENCIAL,0,0,0,0,0
1101000277,Elena Aguirre,Pedagogia de los Idiomas Nac. y Ext.,Psicologia,PRESENCIAL,0,0,0,0,0
1101000278,Ana Torres,Ciencias Politicas y Rel. Internacionales,Psicologia Clinica,PRESENCIAL,0,0,0,0,0
1101000279,Miguel Ruiz,Ciencias Politicas y Rel. Internacionales,Marketing,PRESENCIAL,0,0,0,0,0
1101000280,Silvia Silva,Psicologia Clinica,Artes Escenicas,PRESENCIAL,0,0,0,0,0
1101000281,Andres Cabrera,Psicologia,Psicologia Clinica,PRESENCIAL,0,0,0,0,0
1101000282,Paola Molina,Enfermeria,Telecomunicaciones,PRESENCIAL,0,1,0,0,0
1101000283,Elena Molina,Finanzas,Artes Escenicas,PRESENCIAL,0,0,0,0,0
1101000284,Maria Soto,Pedagogia de los Idiomas Nac. y Ext.,Comunicacion,PRESENCIAL,0,0,0,0,0
1101000285,Adriana Alvarez,Marketing,Derecho,PRESENCIAL,0,1,0,0,0
1101000286,Fernando Delgado,Contabilidad y Auditoria,Ingenieria Ambiental,PRESENCIAL,0,0,0,0,0
1101000287,Raul Ruiz,Geologia,Psicologia Clinica,PRESENCIAL,0,0,0,0,0
1101000288,Daniela Delgado,Nutricion y Dietetica,Marketing,PRESENCIAL,0,1,1,48,0
1101000289,Claudia Castro,Economia,Administracion de Empresas,PRESENCIAL,0,0,0,0,0
1101000290,Jorge Flores,Derecho,Comunicacion,PRESENCIAL,0,0,0,0,0
1101000291,Sofia Alvarez,Ciencias Politicas y Rel. Internacionales,Alimentos,PRESENCIAL,0,0,0,0,0
1101000292,Ana Diaz,Derecho,Pedagogia de los Idiomas Nac. y Ext.,PRESENCIAL,0,0,0,0,0
1101000293,Daniel Perez,Telecomunicaciones,Nutricion y Dietetica,PRESENCIAL,0,0,0,0,0
1101000294,Hector Alvarez,Ingenieria Ambiental,Enfermeria,PRESENCIAL,0,0,0,0,0
1101000295,Silvia Diaz,Bioquimica y Farmacia,Agropecuaria,PRESENCIAL,0,0,0,0,0
1101000296,Claudia Ibarra,Nutricion y Dietetica,Administracion de Empresas,PRESENCIAL,0,0,0,0,0
1101000297,Paola Aguirre,Ingenieria Ambiental,Ingenieria en Sistemas Computacionales,PRESENCIAL,0,0,0,0,0
1101000298,Carlos Garcia,Enfermeria,Administracion de Empresas,PRESENCIAL,0,0,0,0,0
1101000299,Valeria Salazar,Ciencias Politicas y Rel. Internacionales,Psicologia Clinica,PRESENCIAL,0,0,0,0,0
1101000300,Claudia Herrera,Psicologia,Biologia,PRESENCIAL,0,0,0,0,0
1101000301,Antonio Herrera,Derecho,Telecomunicaciones,PRESENCIAL,1,0,0,0,0
1101000302,Roberto Cabrera,Marketing,Arquitectura,PRESENCIAL,0,0,0,0,0
1101000303,Francisco Rios,Finanzas,Artes Escenicas,PRESENCIAL,0,0,0,0,0
1101000304,Raul Martinez,Psicologia,Derecho,PRESENCIAL,0,0,0,0,0
1101000305,Alejandro Sanchez,Arquitectura,Artes Escenicas,PRESENCIAL,0,0,0,0,0
1101000306,Jorge Lopez,Alimentos,Biologia,PRESENCIAL,0,0,0,0,0
1101000307,Gabriel Ibarra,Derecho,Ingenieria Civil,PRESENCIAL,0,0,0,0,0
1101000308,Silvia Mendoza,Artes Escenicas,Derecho,PRESENCIAL,0,0,0,0,0
1101000309,Daniel Jimenez,Comunicacion,Ingenieria Ambiental,PRESENCIAL,0,0,0,0,0
1101000310,Javier Ortiz,Psicopedagogia,Derecho,PRESENCIAL,0,0,0,0,0
1101000311,Miguel Herrera,Ingenieria Civil,Marketing,PRESENCIAL,0,0,0,0,0
1101000312,Fernando Ruiz,Comunicacion,Arquitectura,PRESENCIAL,0,0,0,0,0
1101000313,Daniel Medina,Geologia,Telecomunicaciones,PRESENCIAL,0,0,0,0,0
1101000314,Carlos Diaz,Artes Visuales,Bioquimica y Farmacia,PRESENCIAL,0,0,0,0,0
1101000315,Fernando Cruz,Contabilidad y Auditoria,Telecomunicaciones,PRESENCIAL,0,0,0,0,0
1101000316,Diego Fernandez,Psicopedagogia,Ingenieria Civil,PRESENCIAL,0,0,0,0,0
1101000317,Carolina Vargas,Pedagogia de los Idiomas Nac. y Ext.,Economia,PRESENCIAL,0,0,0,0,0
1101000318,Pedro Ramirez,Medicina,Psicologia,PRESENCIAL,0,0,0,0,0
1101000319,Fernando Rios,Pedagogia de los Idiomas Nac. y Ext.,Contabilidad y Auditoria,PRESENCIAL,0,0,0,0,0
1101000320,Ana Gonzalez,Pedagogia de los Idiomas Nac. y Ext.,Psicologia,PRESENCIAL,0,0,0,0,0
1101000321,Carlos Morales,Agropecuaria,Telecomunicaciones,PRESENCIAL,0,0,0,0,0
1101000322,Monica Soto,Administracion de Empresas,Ingenieria Civil,PRESENCIAL,0,0,0,0,0
1101000323,Juan Herrera,Psicologia,Pedagogia de los Idiomas Nac. y Ext.,PRESENCIAL,0,0,0,0,0
1101000324,Beatriz Fuentes,Ciencias Politicas y Rel. Internacionales,Derecho,PRESENCIAL,0,1,0,0,0
1101000325,Gabriela Reyes,Ingenieria en Sistemas Computacionales,Nutricion y Dietetica,PRESENCIAL,0,0,0,0,0
1101000326,Lorena Morales,Medicina,Ingenieria Civil,PRESENCIAL,0,0,0,0,0
1101000327,Jorge Morales,Psicopedagogia,Artes Escenicas,PRESENCIAL,0,0,0,0,0
1101000328,Sofia Alvarez,Artes Escenicas,Nutricion y Dietetica,PRESENCIAL,0,1,0,0,0
1101000329,Daniela Perez,Finanzas,Agropecuaria,PRESENCIAL,0,0,0,0,0
1101000330,Natalia Cabrera,Educacion Basica,Psicologia,PRESENCIAL,1,0,0,0,0
1101000331,Ana Torres,Alimentos,Marketing,PRESENCIAL,0,0,0,0,0
1101000332,Lorena Herrera,Artes Visuales,Nutricion y Dietetica,PRESENCIAL,0,0,0,0,0
1101000333,Miguel Vargas,Psicologia Clinica,Ciencias Politicas y Rel. Internacionales,PRESENCIAL,0,0,0,0,0
1101000334,Roberto Aguirre,Derecho,Ingenieria en Sistemas Computacionales,PRESENCIAL,0,0,0,0,0
1101000335,Daniela Salazar,Telecomunicaciones,Ingenieria en Sistemas Computacionales,PRESENCIAL,0,0,0,0,0
1101000336,Luis Molina,Nutricion y Dietetica,Enfermeria,PRESENCIAL,0,0,0,0,0
1101000337,Daniel Sanchez,Administracion de Empresas,Ingenieria Ambiental,PRESENCIAL,0,0,0,0,0
1101000338,Lorena Cabrera,Derecho,Bioquimica y Farmacia,PRESENCIAL,0,0,1,40,0
1101000339,Gabriel Castro,Alimentos,Psicopedagogia,PRESENCIAL,0,0,0,0,0
1101000340,Raul Lopez,Geologia,Finanzas,PRESENCIAL,0,0,0,0,0
1101000341,Carlos Romero,Ingenieria Ambiental,Educacion Basica,PRESENCIAL,0,0,0,0,0
1101000342,Luis Rios,Enfermeria,Biologia,PRESENCIAL,0,0,0,0,0
1101000343,Raul Castro,Ingenieria Ambiental,Agropecuaria,PRESENCIAL,0,0,0,0,0
1101000344,Sofia Fuentes,Psicologia Clinica,Artes Escenicas,PRESENCIAL,0,1,0,0,0
1101000345,Monica Ramos,Psicologia Clinica,Ingenieria Civil,PRESENCIAL,0,0,0,0,0
1101000346,Natalia Delgado,Artes Escenicas,Ingenieria Civil,PRESENCIAL,0,0,0,0,0
1101000347,Daniela Delgado,Ingenieria Ambiental,Psicologia Clinica,PRESENCIAL,0,0,0,0,0
1101000348,Laura Garcia,Ingenieria en Sistemas Computacionales,Artes Escenicas,PRESENCIAL,0,0,0,0,0
1101000349,Maria Castillo,Contabilidad y Auditoria,Bioquimica y Farmacia,PRESENCIAL,0,1,0,0,0
1101000350,Lorena Martinez,Economia,Ingenieria Civil,PRESENCIAL,1,0,0,0,0
1101000351,Hector Martinez,Psicologia Clinica,Comunicacion,PRESENCIAL,0,0,0,0,0
1101000352,Antonio Mendoza,Psicologia,Pedagogia de los Idiomas Nac. y Ext.,PRESENCIAL,0,0,0,0,0
1101000353,Valeria Ramos,Economia,Alimentos,PRESENCIAL,0,1,0,0,0
1101000354,Sandra Morales,Pedagogia de los Idiomas Nac. y Ext.,Artes Visuales,PRESENCIAL,0,0,0,0,0
1101000355,Beatriz Medina,Ingenieria en Sistemas Computacionales,Ciencias Politicas y Rel. Internacionales,PRESENCIAL,0,0,0,0,0
1101000356,Alejandro Morales,Ingenieria Civil,Comunicacion,PRESENCIAL,0,0,0,0,0
1101000357,Lorena Sanchez,Ingenieria en Sistemas Computacionales,Alimentos,PRESENCIAL,0,0,0,0,0
1101000358,Silvia Ramos,Psicologia Clinica,Agropecuaria,PRESENCIAL,0,0,0,0,0
1101000359,David Guerrero,Bioquimica y Farmacia,Psicologia,PRESENCIAL,0,0,0,0,0
1101000360,Adriana Salazar,Psicopedagogia,Enfermeria,PRESENCIAL,0,0,0,0,0
1101000361,Raul Aguirre,Contabilidad y Auditoria,Ciencias Politicas y Rel. Internacionales,PRESENCIAL,0,0,0,0,0
1101000362,Juan Cruz,Contabilidad y Auditoria,Ingenieria Civil,PRESENCIAL,0,0,0,0,0
1101000363,Daniela Salazar,Artes Visuales,Contabilidad y Auditoria,PRESENCIAL,0,0,0,0,0
1101000364,Felipe Medina,Alimentos,Psicologia,PRESENCIAL,0,0,0,0,0
1101000365,Andrea Delgado,Nutricion y Dietetica,Arquitectura,PRESENCIAL,0,0,0,0,0
1101000366,Isabella Guerrero,Biologia,Alimentos,PRESENCIAL,1,0,0,0,0
1101000367,Maria Ortiz,Comunicacion,Psicopedagogia,PRESENCIAL,0,0,0,0,0
1101000368,Paola Vargas,Geologia,Psicopedagogia,PRESENCIAL,0,0,0,0,0
1101000369,Adriana Jimenez,Finanzas,Ingenieria en Sistemas Computacionales,PRESENCIAL,0,0,0,0,0
1101000370,Andrea Delgado,Administracion de Empresas,Ingenieria Civil,PRESENCIAL,0,0,0,0,0
1101000371,Andrea Morales,Comunicacion,Artes Escenicas,PRESENCIAL,0,0,0,0,0
1101000372,Luis Martinez,Ingenieria Civil,Medicina,PRESENCIAL,0,0,0,0,0
1101000373,Lorena Sanchez,Medicina,Economia,PRESENCIAL,0,0,0,0,0
1101000374,Pablo Ibarra,Derecho,Artes Visuales,PRESENCIAL,0,1,0,0,0
1101000375,Juan Lopez,Ciencias Politicas y Rel. Internacionales,Ingenieria Civil,PRESENCIAL,0,0,1,58,0
1101000376,Adriana Romero,Ingenieria en Sistemas Computacionales,Administracion de Empresas,PRESENCIAL,0,1,0,0,0
1101000377,Jorge Ibarra,Ciencias Politicas y Rel. Internacionales,Finanzas,PRESENCIAL,0,0,0,0,0
1101000378,Fernanda Alvarez,Alimentos,Psicopedagogia,PRESENCIAL,0,0,0,0,0
1101000379,Sofia Garcia,Bioquimica y Farmacia,Agropecuaria,PRESENCIAL,0,0,1,36,0
1101000380,Javier Flores,Bioquimica y Farmacia,Ciencias Politicas y Rel. Internacionales,PRESENCIAL,0,0,0,0,0
1101000381,Pedro Ramos,Enfermeria,Finanzas,PRESENCIAL,0,0,0,0,0
1101000382,Fernando Silva,Enfermeria,Nutricion y Dietetica,PRESENCIAL,0,0,0,0,0
1101000383,Pablo Garcia,Administracion de Empresas,Ingenieria Ambiental,PRESENCIAL,1,0,0,0,0
1101000384,Lorena Alvarez,Bioquimica y Farmacia,Biologia,PRESENCIAL,0,0,0,0,0
1101000385,Alejandro Fuentes,Biologia,Agropecuaria,PRESENCIAL,0,1,0,0,0
1101000386,Raul Gonzalez,Ciencias Politicas y Rel. Internacionales,Ingenieria Civil,PRESENCIAL,0,1,0,0,0
1101000387,Luis Jimenez,Psicopedagogia,Ingenieria en Sistemas Computacionales,PRESENCIAL,0,0,0,0,0
1101000388,Ricardo Lopez,Pedagogia de los Idiomas Nac. y Ext.,Finanzas,PRESENCIAL,0,0,0,0,0
1101000389,Silvia Medina,Agropecuaria,Administracion de Empresas,PRESENCIAL,0,0,0,0,0
1101000390,Claudia Diaz,Ingenieria en Sistemas Computacionales,Economia,PRESENCIAL,0,1,0,0,0
1101000391,Lorena Sanchez,Educacion Basica,Geologia,PRESENCIAL,0,1,1,45,0
1101000392,David Guerrero,Ingenieria Civil,Finanzas,PRESENCIAL,0,1,0,0,0
1101000393,Silvia Aguirre,Ciencias Politicas y Rel. Internacionales,Agropecuaria,PRESENCIAL,0,1,0,0,0
1101000394,Francisco Salazar,Ingenieria en Sistemas Computacionales,Biologia,PRESENCIAL,0,1,0,0,0
1101000395,Elena Gonzalez,Educacion Basica,Comunicacion,PRESENCIAL,0,0,0,0,0
1101000396,Andres Medina,Administracion de Empresas,Psicologia Clinica,PRESENCIAL,0,0,0,0,0
1101000397,Andres Romero,Finanzas,Alimentos,PRESENCIAL,0,0,0,0,0
1101000398,Daniela Soto,Psicopedagogia,Pedagogia de los Idiomas Nac. y Ext.,PRESENCIAL,0,1,0,0,0
1101000399,Monica Jimenez,Arquitectura,Psicopedagogia,PRESENCIAL,0,0,0,0,0
1101000400,Patricia Salazar,Psicologia Clinica,Biologia,PRESENCIAL,0,0,0,0,0
1101000401,Ricardo Morales,Geologia,Biologia,PRESENCIAL,0,0,0,0,0
1101000402,Antonio Castillo,Biologia,Agropecuaria,PRESENCIAL,0,0,0,0,0
1101000403,Antonio Reyes,Psicologia,Comunicacion,PRESENCIAL,0,0,1,59,0
1101000404,Lucia Cruz,Alimentos,Arquitectura,PRESENCIAL,0,0,0,0,0
1101000405,Roberto Soto,Psicologia Clinica,Artes Escenicas,PRESENCIAL,0,0,0,0,0
1101000406,Patricia Medina,Bioquimica y Farmacia,Derecho,PRESENCIAL,0,0,0,0,0
1101000407,Gabriel Castro,Comunicacion,Enfermeria,PRESENCIAL,0,0,0,0,0
1101000408,Daniel Salazar,Pedagogia de los Idiomas Nac. y Ext.,Bioquimica y Farmacia,PRESENCIAL,0,0,0,0,0
1101000409,Andres Ibarra,Enfermeria,Psicopedagogia,PRESENCIAL,0,0,0,0,0
1101000410,Hector Jimenez,Ingenieria en Sistemas Computacionales,Agropecuaria,PRESENCIAL,0,1,0,0,0
1101000411,Sandra Ramos,Comunicacion,Psicopedagogia,PRESENCIAL,0,0,0,0,0
1101000412,Lucia Cabrera,Artes Visuales,Ciencias Politicas y Rel. Internacionales,PRESENCIAL,0,0,0,0,0
1101000413,Felipe Castro,Bioquimica y Farmacia,Psicologia Clinica,PRESENCIAL,0,0,0,0,0
1101000414,Paola Delgado,Ingenieria en Sistemas Computacionales,Contabilidad y Auditoria,PRESENCIAL,0,0,0,0,0
1101000415,Raul Vega,Biologia,Bioquimica y Farmacia,PRESENCIAL,0,0,0,0,0
1101000416,Paola Fernandez,Artes Escenicas,Arquitectura,PRESENCIAL,0,0,0,0,0
1101000417,Camila Aguirre,Administracion de Empresas,Ingenieria Ambiental,PRESENCIAL,0,0,0,0,0
1101000418,Monica Morales,Administracion de Empresas,Artes Escenicas,PRESENCIAL,0,0,0,0,0
1101000419,Jorge Vega,Psicologia,Agropecuaria,PRESENCIAL,0,0,0,0,0
1101000420,Hector Rodriguez,Psicologia,Nutricion y Dietetica,PRESENCIAL,0,0,0,0,0
1101000421,Jorge Delgado,Nutricion y Dietetica,Marketing,PRESENCIAL,0,0,0,0,0
1101000422,Ricardo Salazar,Geologia,Pedagogia de los Idiomas Nac. y Ext.,PRESENCIAL,0,1,0,0,0
1101000423,Lucia Ibarra,Administracion de Empresas,Telecomunicaciones,PRESENCIAL,0,0,0,0,0
1101000424,Veronica Gonzalez,Artes Escenicas,Psicologia Clinica,PRESENCIAL,0,0,0,0,0
1101000425,Fernanda Sanchez,Ciencias Politicas y Rel. Internacionales,Geologia,PRESENCIAL,0,1,0,0,0
1101000426,Camila Soto,Pedagogia de los Idiomas Nac. y Ext.,Comunicacion,PRESENCIAL,0,0,0,0,0
1101000427,Silvia Flores,Derecho,Marketing,PRESENCIAL,0,0,0,0,0
1101000428,Ana Ruiz,Medicina,Ciencias Politicas y Rel. Internacionales,PRESENCIAL,0,0,0,0,0
1101000429,Gabriel Soto,Agropecuaria,Artes Visuales,PRESENCIAL,0,0,0,0,0
1101000430,Andres Gonzalez,Psicologia,Medicina,PRESENCIAL,0,0,1,43,0
1101000431,Daniel Diaz,Administracion de Empresas,Ingenieria en Sistemas Computacionales,PRESENCIAL,0,0,0,0,0
1101000432,Silvia Contreras,Nutricion y Dietetica,Psicopedagogia,PRESENCIAL,0,0,0,0,0
1101000433,Fernanda Fuentes,Arquitectura,Ingenieria Civil,PRESENCIAL,1,0,0,0,0
1101000434,Patricia Fernandez,Educacion Basica,Telecomunicaciones,PRESENCIAL,0,0,0,0,0
1101000435,Carlos Vega,Finanzas,Geologia,PRESENCIAL,0,1,0,0,0
1101000436,Laura Castillo,Contabilidad y Auditoria,Arquitectura,PRESENCIAL,0,0,0,0,0
1101000437,Claudia Romero,Administracion de Empresas,Pedagogia de los Idiomas Nac. y Ext.,PRESENCIAL,0,0,0,0,0
1101000438,Ana Molina,Ingenieria Ambiental,Psicologia,PRESENCIAL,0,0,0,0,0
1101000439,Lorena Diaz,Marketing,Psicopedagogia,PRESENCIAL,0,0,0,0,0
1101000440,Adriana Fernandez,Psicologia Clinica,Ingenieria en Sistemas Computacionales,PRESENCIAL,0,0,0,0,0
1101000441,Beatriz Ramirez,Artes Visuales,Psicologia Clinica,PRESENCIAL,0,0,0,0,0
1101000442,Hector Alvarez,Derecho,Psicologia Clinica,PRESENCIAL,0,0,0,0,0
1101000443,David Rodriguez,Pedagogia de los Idiomas Nac. y Ext.,Arquitectura,PRESENCIAL,0,1,0,0,0
1101000444,Gabriela Guerrero,Alimentos,Ciencias Politicas y Rel. Internacionales,PRESENCIAL,0,1,0,0,0
1101000445,Raul Gonzalez,Educacion Basica,Alimentos,PRESENCIAL,0,0,0,0,0
1101000446,Daniel Alvarez,Contabilidad y Auditoria,Alimentos,PRESENCIAL,0,0,0,0,0
1101000447,Felipe Jimenez,Comunicacion,Psicopedagogia,PRESENCIAL,0,0,0,0,0
1101000448,Adriana Martinez,Enfermeria,Psicologia Clinica,PRESENCIAL,0,0,1,41,0
1101000449,David Delgado,Medicina,Alimentos,PRESENCIAL,0,0,0,0,0
1101000450,Beatriz Herrera,Administracion de Empresas,Marketing,PRESENCIAL,0,0,0,0,0
1101000451,Pablo Flores,Enfermeria,Agropecuaria,PRESENCIAL,0,0,0,0,0
1101000452,Patricia Gonzalez,Artes Visuales,Nutricion y Dietetica,PRESENCIAL,1,0,0,0,0
1101000453,Miguel Ramos,Artes Escenicas,Alimentos,PRESENCIAL,1,0,0,0,0
1101000454,Patricia Ramirez,Derecho,Bioquimica y Farmacia,PRESENCIAL,0,1,0,0,0
1101000455,Pedro Mendoza,Ingenieria Ambiental,Marketing,PRESENCIAL,0,0,0,0,0
1101000456,Diego Sanchez,Bioquimica y Farmacia,Comunicacion,PRESENCIAL,0,0,0,0,0
1101000457,Eduardo Cruz,Pedagogia de los Idiomas Nac. y Ext.,Ingenieria Civil,PRESENCIAL,0,0,0,0,0
1101000458,Isabella Gonzalez,Nutricion y Dietetica,Administracion de Empresas,PRESENCIAL,0,0,0,0,0
1101000459,Patricia Mendoza,Ingenieria en Sistemas Computacionales,Psicologia Clinica,PRESENCIAL,0,0,0,0,0
1101000460,Francisco Salazar,Educacion Basica,Psicopedagogia,PRESENCIAL,0,0,1,57,0
1101000461,Natalia Cruz,Ciencias Politicas y Rel. Internacionales,Pedagogia de los Idiomas Nac. y Ext.,PRESENCIAL,0,0,0,0,0
1101000462,Ana Castillo,Derecho,Geologia,PRESENCIAL,0,0,0,0,0
1101000463,Carolina Perez,Ingenieria Ambiental,Biologia,PRESENCIAL,0,0,0,0,0
1101000464,Fernanda Fuentes,Artes Escenicas,Administracion de Empresas,PRESENCIAL,0,0,0,0,0
1101000465,Maria Cabrera,Bioquimica y Farmacia,Medicina,PRESENCIAL,0,1,1,48,0
1101000466,Gabriel Diaz,Pedagogia de los Idiomas Nac. y Ext.,Educacion Basica,PRESENCIAL,0,0,0,0,0
1101000467,Sofia Fuentes,Comunicacion,Pedagogia de los Idiomas Nac. y Ext.,PRESENCIAL,0,1,1,42,0
1101000468,Valeria Fuentes,Biologia,Agropecuaria,PRESENCIAL,0,0,0,0,0
1101000469,Beatriz Rodriguez,Marketing,Educacion Basica,PRESENCIAL,0,0,0,0,0
1101000470,Daniela Gonzalez,Agropecuaria,Nutricion y Dietetica,PRESENCIAL,0,0,0,0,0
1101000471,Sandra Morales,Nutricion y Dietetica,Medicina,PRESENCIAL,0,0,0,0,0
1101000472,Eduardo Ramos,Ciencias Politicas y Rel. Internacionales,Arquitectura,PRESENCIAL,0,0,0,0,0
1101000473,Sandra Silva,Educacion Basica,Nutricion y Dietetica,PRESENCIAL,0,1,0,0,0
1101000474,Gabriela Ramos,Bioquimica y Farmacia,Marketing,PRESENCIAL,0,0,1,50,0
1101000475,Gabriel Guerrero,Enfermeria,Ciencias Politicas y Rel. Internacionales,PRESENCIAL,0,0,0,0,0
1101000476,Elena Fernandez,Psicologia,Artes Visuales,PRESENCIAL,0,0,0,0,0
1101000477,Carlos Perez,Economia,Enfermeria,PRESENCIAL,0,0,0,0,0
1101000478,Carlos Aguirre,Ingenieria en Sistemas Computacionales,Artes Visuales,PRESENCIAL,0,0,0,0,0
1101000479,Roberto Mendoza,Finanzas,Telecomunicaciones,PRESENCIAL,0,0,0,0,0
1101000480,Ana Morales,Economia,Arquitectura,PRESENCIAL,0,1,0,0,0
1101000481,Lucia Diaz,Ingenieria Civil,Marketing,PRESENCIAL,0,0,1,42,0
1101000482,Felipe Molina,Ingenieria en Sistemas Computacionales,Marketing,PRESENCIAL,0,0,0,0,0
1101000483,Andrea Reyes,Educacion Basica,Comunicacion,PRESENCIAL,0,0,1,49,0
1101000484,Maria Vargas,Comunicacion,Ingenieria Ambiental,PRESENCIAL,0,0,1,46,0
1101000485,Juan Medina,Telecomunicaciones,Educacion Basica,PRESENCIAL,0,1,0,0,0
1101000486,Daniela Castro,Derecho,Enfermeria,PRESENCIAL,0,1,0,0,0
1101000487,Carlos Vargas,Telecomunicaciones,Ciencias Politicas y Rel. Internacionales,PRESENCIAL,0,0,0,0,0
1101000488,Sandra Gonzalez,Psicologia,Nutricion y Dietetica,PRESENCIAL,0,0,0,0,0
1101000489,Veronica Molina,Enfermeria,Alimentos,PRESENCIAL,0,1,0,0,0
1101000490,Ricardo Alvarez,Artes Visuales,Telecomunicaciones,PRESENCIAL,0,0,0,0,0
1101000491,Luis Reyes,Psicologia Clinica,Ingenieria en Sistemas Computacionales,PRESENCIAL,0,1,0,0,0
1101000492,David Delgado,Biologia,Alimentos,PRESENCIAL,0,0,0,0,0
1101000493,David Herrera,Alimentos,Finanzas,PRESENCIAL,0,1,0,0,0
1101000494,Natalia Salazar,Enfermeria,Economia,PRESENCIAL,0,0,0,0,0
1101000495,Daniela Ruiz,Geologia,Comunicacion,PRESENCIAL,1,0,0,0,0
1101000496,Camila Lopez,Geologia,Derecho,PRESENCIAL,0,0,0,0,0
1101000497,Pedro Ramirez,Nutricion y Dietetica,Medicina,PRESENCIAL,0,0,0,0,0
1101000498,Jorge Alvarez,Ingenieria Ambiental,Artes Visuales,PRESENCIAL,0,0,0,0,0
1101000499,Sebastian Rodriguez,Medicina,Nutricion y Dietetica,PRESENCIAL,0,0,0,0,0
1101000500,Sofia Jimenez,Nutricion y Dietetica,Enfermeria,PRESENCIAL,0,1,0,0,0
1101000501,Patricia Alvarez,Derecho,Medicina,PRESENCIAL,0,0,0,0,0
1101000502,Camila Silva,Finanzas,Derecho,PRESENCIAL,0,1,0,0,0
1101000503,Daniela Diaz,Derecho,Agropecuaria,PRESENCIAL,0,0,0,0,0
1101000504,Alejandro Ramirez,Agropecuaria,Contabilidad y Auditoria,PRESENCIAL,0,0,0,0,0
1101000505,Daniel Lopez,Geologia,Arquitectura,PRESENCIAL,0,0,0,0,0
1101000506,Eduardo Molina,Ciencias Politicas y Rel. Internacionales,Biologia,PRESENCIAL,0,0,0,0,0
1101000507,Miguel Lopez,Ingenieria en Sistemas Computacionales,Ingenieria Civil,PRESENCIAL,0,0,0,0,0
1101000508,Eduardo Cabrera,Economia,Administracion de Empresas,PRESENCIAL,0,0,0,0,0
1101000509,Sandra Martinez,Ingenieria Civil,Economia,PRESENCIAL,0,0,0,0,0
1101000510,Camila Morales,Economia,Psicopedagogia,PRESENCIAL,0,0,0,0,0
1101000511,Veronica Lopez,Artes Visuales,Educacion Basica,PRESENCIAL,0,0,0,0,0
1101000512,Jorge Soto,Comunicacion,Marketing,PRESENCIAL,0,1,1,55,0
1101000513,Miguel Lopez,Ciencias Politicas y Rel. Internacionales,Derecho,PRESENCIAL,1,0,0,0,0
1101000514,Diego Jimenez,Artes Visuales,Administracion de Empresas,PRESENCIAL,0,0,0,0,0
1101000515,Maria Sanchez,Psicologia,Educacion Basica,PRESENCIAL,0,0,0,0,0
1101000516,Fernanda Rodriguez,Ingenieria Ambiental,Educacion Basica,PRESENCIAL,0,0,0,0,0
1101000517,Natalia Mendoza,Psicologia Clinica,Contabilidad y Auditoria,PRESENCIAL,0,0,0,0,0
1101000518,Andrea Mendoza,Administracion de Empresas,Educacion Basica,PRESENCIAL,0,0,0,0,0
1101000519,Eduardo Vargas,Artes Escenicas,Psicologia,PRESENCIAL,0,0,0,0,0
1101000520,Felipe Ramirez,Administracion de Empresas,Ingenieria Civil,PRESENCIAL,1,0,0,0,0
1101000521,Elena Molina,Enfermeria,Contabilidad y Auditoria,PRESENCIAL,0,0,0,0,0
1101000522,Miguel Molina,Nutricion y Dietetica,Ciencias Politicas y Rel. Internacionales,PRESENCIAL,0,0,0,0,0
1101000523,Ricardo Flores,Pedagogia de los Idiomas Nac. y Ext.,Bioquimica y Farmacia,PRESENCIAL,0,0,0,0,0
1101000524,Paola Vega,Medicina,Marketing,PRESENCIAL,0,0,0,0,0
1101000525,Pedro Perez,Enfermeria,Agropecuaria,PRESENCIAL,0,0,0,0,0
1101000526,Roberto Soto,Geologia,Ingenieria Ambiental,PRESENCIAL,0,1,0,0,0
1101000527,Antonio Vargas,Administracion de Empresas,Derecho,PRESENCIAL,0,0,0,0,0
1101000528,Ricardo Ortiz,Nutricion y Dietetica,Bioquimica y Farmacia,PRESENCIAL,0,0,0,0,0
1101000529,Luis Aguirre,Bioquimica y Farmacia,Ingenieria Ambiental,PRESENCIAL,0,0,0,0,0
1101000530,Maria Romero,Pedagogia de los Idiomas Nac. y Ext.,Administracion de Empresas,PRESENCIAL,0,0,1,46,0
1101000531,Isabella Reyes,Agropecuaria,Educacion Basica,PRESENCIAL,0,0,0,0,0
1101000532,Pablo Diaz,Marketing,Economia,PRESENCIAL,0,0,0,0,0
