id,cedulaPostulante,numeroOpcion,nombreCarrera,tipoExamen,fecha,hora,lugar,aula,puntajeObtenido
,1101000137,1,Nutricion y Dietetica,ADMISION,2024-11-16,09:00,Campus Utpl,122,8.01
,1101000137,2,Artes Escenicas,DIAGNOSTICO,2024-11-16,09:00,Campus Utpl,122,8.01
,1101000138,1,Agropecuaria,DIAGNOSTICO,2024-11-15,08:00,Campus Utpl,123,6.85
,1101000138,2,Telecomunicaciones,ADMISION,2024-11-15,08:00,Campus Utpl,123,6.85
,1101000139,1,Contabilidad y Auditoria,DIAGNOSTICO,2024-11-16,09:00,Campus Utpl,124,67.52
,1101000139,2,Pedagogia de los Idiomas Nac. y Ext.,ADMISION,2024-11-16,09:00,Campus Utpl,124,67.52
,1101000140,1,Biologia,ADMISION,2024-11-15,14:00,Campus Utpl,125,40.38
,1101000140,2,Arquitectura,ADMISION,2024-11-15,14:00,Campus Utpl,125,40.38
,1101000141,1,Psicologia,ADMISION,2024-11-16,14:00,Campus Utpl,126,24.62
,1101000141,2,Artes Visuales,DIAGNOSTICO,2024-11-16,14:00,Campus Utpl,126,24.62
,1101000142,1,Comunicacion,DIAGNOSTICO,2024-11-15,08:00,Campus Utpl,127,3.97
,1101000142,2,Ingenieria en Sistemas Computacionales,ADMISION,2024-11-15,08:00,Campus Utpl,127,3.97
,1101000143,1,Psicologia,ADMISION,2024-11-16,14:00,Campus Utpl,128,41.92
,1101000143,2,Geologia,ADMISION,2024-11-16,14:00,Campus Utpl,128,41.92
,1101000144,1,Geologia,ADMISION,2024-11-15,10:00,Campus Utpl,129,56.52
,1101000144,2,Artes Visuales,DIAGNOSTICO,2024-11-15,10:00,Campus Utpl,129,56.52
,1101000145,1,Ciencias Politicas y Rel. Internacionales,DIAGNOSTICO,2024-11-16,09:00,Campus Utpl,101,93.47
,1101000145,2,Psicopedagogia,DIAGNOSTICO,2024-11-16,09:00,Campus Utpl,101,93.47
,1101000146,1,Alimentos,ADMISION,2024-11-15,10:00,Campus Utpl,102,66.97
,1101000146,2,Medicina,ADMISION,2024-11-15,10:00,Campus Utpl,102,66.97
,1101000147,1,Derecho,DIAGNOSTICO,2024-11-16,11:00,Campus Utpl,103,23.87
,1101000147,2,Arquitectura,ADMISION,2024-11-16,11:00,Campus Utpl,103,23.87
,1101000148,1,Telecomunicaciones,ADMISION,2024-11-15,15:00,Campus Utpl,104,13.09
,1101000148,2,Biologia,ADMISION,2024-11-15,15:00,Campus Utpl,104,13.09
,1101000149,1,Telecomunicaciones,ADMISION,2024-11-16,10:00,Campus Utpl,105,30
,1101000149,2,Comunicacion,DIAGNOSTICO,2024-11-16,10:00,Campus Utpl,105,30
,1101000150,1,Educacion Basica,DIAGNOSTICO,2024-11-15,08:00,Campus Utpl,106,92.9
,1101000150,2,Bioquimica y Farmacia,ADMISION,2024-11-15,08:00,Campus Utpl,106,92.9
,1101000151,1,Administracion de Empresas,DIAGNOSTICO,2024-11-16,14:00,Campus Utpl,107,0.93
,1101000151,2,Educacion Basica,DIAGNOSTICO,2024-11-16,14:00,Campus Utpl,107,0.93
,1101000152,1,Ingenieria Ambiental,ADMISION,2024-11-15,08:00,Campus Utpl,108,99.85
,1101000152,2,Geologia,ADMISION,2024-11-15,08:00,Campus Utpl,108,99.85
,1101000153,1,Administracion de Empresas,DIAGNOSTICO,2024-11-16,09:00,Campus Utpl,109,7.33
,1101000153,2,Contabilidad y Auditoria,DIAGNOSTICO,2024-11-16,09:00,Campus Utpl,109,7.33
,1101000154,1,Psicologia,ADMISION,2024-11-15,09:00,Campus Utpl,110,50.59
,1101000154,2,Psicologia Clinica,ADMISION,2024-11-15,09:00,Campus Utpl,110,50.59
,1101000155,1,Ingenieria en Sistemas Computacionales,ADMISION,2024-11-16,08:00,Campus Utpl,111,93.33
,1101000155,2,Alimentos,ADMISION,2024-11-16,08:00,Campus Utpl,111,93.33
,1101000156,1,Psicologia,ADMISION,2024-11-15,10:00,Campus Utpl,112,87.93
,1101000156,2,Marketing,DIAGNOSTICO,2024-11-15,10:00,Campus Utpl,112,87.93
,1101000157,1,Geologia,ADMISION,2024-11-16,11:00,Campus Utpl,113,28.5
,1101000157,2,Ciencias Politicas y Rel. Internacionales,DIAGNOSTICO,2024-11-16,11:00,Campus Utpl,113,28.5
,1101000158,1,Medicina,ADMISION,2024-11-15,15:00,Campus Utpl,114,83.37
,1101000158,2,Telecomunicaciones,ADMISION,2024-11-15,15:00,Campus Utpl,114,83.37
,1101000159,1,Psicopedagogia,DIAGNOSTICO,2024-11-16,15:00,Campus Utpl,115,30.25
,1101000159,2,Ingenieria Civil,ADMISION,2024-11-16,15:00,Campus Utpl,115,30.25
,1101000160,1,Ingenieria en Sistemas Computacionales,ADMISION,2024-11-15,15:00,Campus Utpl,116,52.89
,1101000160,2,Ingenieria Ambiental,ADMISION,2024-11-15,15:00,Campus Utpl,116,52.89
,1101000161,1,Pedagogia de los Idiomas Nac. y Ext.,ADMISION,2024-11-16,10:00,Campus Utpl,117,81.71
,1101000161,2,Nutricion y Dietetica,ADMISION,2024-11-16,10:00,Campus Utpl,117,81.71
,1101000162,1,Psicologia,ADMISION,2024-11-15,08:00,Campus Utpl,118,93.18
,1101000162,2,Ingenieria Ambiental,ADMISION,2024-11-15,08:00,Campus Utpl,118,93.18
,1101000163,1,Administracion de Empresas,DIAGNOSTICO,2024-11-16,09:00,Campus Utpl,119,93.89
,1101000163,2,Economia,DIAGNOSTICO,2024-11-16,09:00,Campus Utpl,119,93.89
,1101000164,1,Finanzas,DIAGNOSTICO,2024-11-15,08:00,Campus Utpl,120,26.45
,1101000164,2,Telecomunicaciones,ADMISION,2024-11-15,08:00,Campus Utpl,120,26.45
,1101000165,1,Ingenieria en Sistemas Computacionales,ADMISION,2024-11-16,09:00,Campus Utpl,121,74.24
,1101000165,2,Nutricion y Dietetica,ADMISION,2024-11-16,09:00,Campus Utpl,121,74.24
,1101000166,1,Telecomunicaciones,ADMISION,2024-11-15,14:00,Campus Utpl,122,27.23
,1101000166,2,Ingenieria en Sistemas Computacionales,ADMISION,2024-11-15,14:00,Campus Utpl,122,27.23
,1101000167,1,Nutricion y Dietetica,ADMISION,2024-11-16,10:00,Campus Utpl,123,21.06
,1101000167,2,Derecho,DIAGNOSTICO,2024-11-16,10:00,Campus Utpl,123,21.06
,1101000168,1,Nutricion y Dietetica,ADMISION,2024-11-15,15:00,Campus Utpl,124,20.36
,1101000168,2,Artes Visuales,DIAGNOSTICO,2024-11-15,15:00,Campus Utpl,124,20.36
,1101000169,1,Psicopedagogia,DIAGNOSTICO,2024-11-16,14:00,Campus Utpl,125,85.29
,1101000169,2,Economia,DIAGNOSTICO,2024-11-16,14:00,Campus Utpl,125,85.29
,1101000170,1,Pedagogia de los Idiomas Nac. y Ext.,ADMISION,2024-11-15,08:00,Campus Utpl,126,48.85
,1101000170,2,Agropecuaria,DIAGNOSTICO,2024-11-15,08:00,Campus Utpl,126,48.85
,1101000171,1,Economia,DIAGNOSTICO,2024-11-16,11:00,Campus Utpl,127,9.23
,1101000171,2,Psicologia,ADMISION,2024-11-16,11:00,Campus Utpl,127,9.23
,1101000172,1,Agropecuaria,DIAGNOSTICO,2024-11-15,08:00,Campus Utpl,128,82.93
,1101000172,2,Psicopedagogia,DIAGNOSTICO,2024-11-15,08:00,Campus Utpl,128,82.93
,1101000173,1,Psicopedagogia,DIAGNOSTICO,2024-11-16,09:00,Campus Utpl,129,0.35
,1101000173,2,Agropecuaria,DIAGNOSTICO,2024-11-16,09:00,Campus Utpl,129,0.35
,1101000174,1,Alimentos,ADMISION,2024-11-15,10:00,Campus Utpl,101,63.71
,1101000174,2,Economia,DIAGNOSTICO,2024-11-15,10:00,Campus Utpl,101,63.71
,1101000175,1,Enfermeria,ADMISION,2024-11-16,11:00,Campus Utpl,102,16.16
,1101000175,2,Agropecuaria,DIAGNOSTICO,2024-11-16,11:00,Campus Utpl,102,16.16
,1101000176,1,Artes Escenicas,DIAGNOSTICO,2024-11-15,11:00,Campus Utpl,103,55.17
,1101000176,2,Contabilidad y Auditoria,DIAGNOSTICO,2024-11-15,11:00,Campus Utpl,103,55.17
,1101000177,1,Ingenieria en Sistemas Computacionales,ADMISION,2024-11-16,08:00,Campus Utpl,104,56.09
,1101000177,2,Psicologia,ADMISION,2024-11-16,08:00,Campus Utpl,104,56.09
,1101000178,1,Arquitectura,ADMISION,2024-11-15,15:00,Campus Utpl,105,7.52
,1101000178,2,Economia,DIAGNOSTICO,2024-11-15,15:00,Campus Utpl,105,7.52
,1101000179,1,Telecomunicaciones,ADMISION,2024-11-16,14:00,Campus Utpl,106,90.39
,1101000179,2,Psicologia Clinica,ADMISION,2024-11-16,14:00,Campus Utpl,106,90.39
,1101000180,1,Psicologia Clinica,ADMISION,2024-11-15,10:00,Campus Utpl,107,3.6
,1101000180,2,Medicina,ADMISION,2024-11-15,10:00,Campus Utpl,107,3.6
,1101000181,1,Finanzas,DIAGNOSTICO,2024-11-16,09:00,Campus Utpl,108,58.25
,1101000181,2,Enfermeria,ADMISION,2024-11-16,09:00,Campus Utpl,108,58.25
,1101000182,1,Alimentos,ADMISION,2024-11-15,08:00,Campus Utpl,109,42.98
,1101000182,2,Ingenieria en Sistemas Computacionales,ADMISION,2024-11-15,08:00,Campus Utpl,109,42.98
,1101000183,1,Enfermeria,ADMISION,2024-11-16,08:00,Campus Utpl,110,30.83
,1101000183,2,Ingenieria Civil,ADMISION,2024-11-16,08:00,Campus Utpl,110,30.83
,1101000184,1,Enfermeria,ADMISION,2024-11-15,09:00,Campus Utpl,111,89.89
,1101000184,2,Ciencias Politicas y Rel. Internacionales,DIAGNOSTICO,2024-11-15,09:00,Campus Utpl,111,89.89
,1101000185,1,Bioquimica y Farmacia,ADMISION,2024-11-16,15:00,Campus Utpl,112,68.21
,1101000185,2,Nutricion y Dietetica,ADMISION,2024-11-16,15:00,Campus Utpl,112,68.21
,1101000186,1,Comunicacion,DIAGNOSTICO,2024-11-15,14:00,Campus Utpl,113,10.28
,1101000186,2,Educacion Basica,DIAGNOSTICO,2024-11-15,14:00,Campus Utpl,113,10.28
,1101000187,1,Psicopedagogia,DIAGNOSTICO,2024-11-16,11:00,Campus Utpl,114,88.41
,1101000187,2,Agropecuaria,DIAGNOSTICO,2024-11-16,11:00,Campus Utpl,114,88.41
,1101000188,1,Educacion Basica,DIAGNOSTICO,2024-11-15,15:00,Campus Utpl,115,97.38
,1101000188,2,Contabilidad y Auditoria,DIAGNOSTICO,2024-11-15,15:00,Campus Utpl,115,97.38
,1101000189,1,Agropecuaria,DIAGNOSTICO,2024-11-16,09:00,Campus Utpl,116,15.46
,1101000189,2,Ingenieria Civil,ADMISION,2024-11-16,09:00,Campus Utpl,116,15.46
,1101000190,1,Artes Escenicas,DIAGNOSTICO,2024-11-15,09:00,Campus Utpl,117,86.46
,1101000190,2,Derecho,DIAGNOSTICO,2024-11-15,09:00,Campus Utpl,117,86.46
,1101000191,1,Ingenieria en Sistemas Computacionales,ADMISION,2024-11-16,08:00,Campus Utpl,118,88.14
,1101000191,2,Psicologia Clinica,ADMISION,2024-11-16,08:00,Campus Utpl,118,88.14
,1101000192,1,Agropecuaria,DIAGNOSTICO,2024-11-15,10:00,Campus Utpl,119,17.94
,1101000192,2,Ingenieria Ambiental,ADMISION,2024-11-15,10:00,Campus Utpl,119,17.94
,1101000193,1,Marketing,DIAGNOSTICO,2024-11-16,11:00,Campus Utpl,120,78.24
,1101000193,2,Pedagogia de los Idiomas Nac. y Ext.,ADMISION,2024-11-16,11:00,Campus Utpl,120,78.24
,1101000194,1,Economia,DIAGNOSTICO,2024-11-15,15:00,Campus Utpl,121,80.22
,1101000194,2,Nutricion y Dietetica,ADMISION,2024-11-15,15:00,Campus Utpl,121,80.22
,1101000195,1,Economia,DIAGNOSTICO,2024-11-16,10:00,Campus Utpl,122,81.07
,1101000195,2,Arquitectura,ADMISION,2024-11-16,10:00,Campus Utpl,122,81.07
,1101000196,1,Artes Escenicas,DIAGNOSTICO,2024-11-15,15:00,Campus Utpl,123,15.92
,1101000196,2,Pedagogia de los Idiomas Nac. y Ext.,ADMISION,2024-11-15,15:00,Campus Utpl,123,15.92
,1101000197,1,Medicina,ADMISION,2024-11-16,08:00,Campus Utpl,124,10.81
,1101000197,2,Contabilidad y Auditoria,DIAGNOSTICO,2024-11-16,08:00,Campus Utpl,124,10.81
,1101000198,1,Administracion de Empresas,DIAGNOSTICO,2024-11-15,09:00,Campus Utpl,125,85.86
,1101000198,2,Psicologia Clinica,ADMISION,2024-11-15,09:00,Campus Utpl,125,85.86
,1101000199,1,Bioquimica y Farmacia,ADMISION,2024-11-16,11:00,Campus Utpl,126,19.96
,1101000199,2,Ingenieria Civil,ADMISION,2024-11-16,11:00,Campus Utpl,126,19.96
,1101000200,1,Marketing,DIAGNOSTICO,2024-11-15,09:00,Campus Utpl,127,34.97
,1101000200,2,Ingenieria Civil,ADMISION,2024-11-15,09:00,Campus Utpl,127,34.97
,1101000201,1,Administracion de Empresas,DIAGNOSTICO,2024-11-16,15:00,Campus Utpl,128,22.29
,1101000201,2,Ingenieria en Sistemas Computacionales,ADMISION,2024-11-16,15:00,Campus Utpl,128,22.29
,1101000202,1,Derecho,DIAGNOSTICO,2024-11-15,10:00,Campus Utpl,129,19.31
,1101000202,2,Pedagogia de los Idiomas Nac. y Ext.,ADMISION,2024-11-15,10:00,Campus Utpl,129,19.31
,1101000203,1,Agropecuaria,DIAGNOSTICO,2024-11-16,08:00,Campus Utpl,101,27.86
,1101000203,2,Nutricion y Dietetica,ADMISION,2024-11-16,08:00,Campus Utpl,101,27.86
,1101000204,1,Enfermeria,ADMISION,2024-11-15,10:00,Campus Utpl,102,96.69
,1101000204,2,Finanzas,DIAGNOSTICO,2024-11-15,10:00,Campus Utpl,102,96.69
,1101000205,1,Ingenieria Civil,ADMISION,2024-11-16,14:00,Campus Utpl,103,35.11
,1101000205,2,Finanzas,DIAGNOSTICO,2024-11-16,14:00,Campus Utpl,103,35.11
,1101000206,1,Psicologia Clinica,ADMISION,2024-11-15,14:00,Campus Utpl,104,39.97
,1101000206,2,Agropecuaria,DIAGNOSTICO,2024-11-15,14:00,Campus Utpl,104,39.97
,1101000207,1,Bioquimica y Farmacia,ADMISION,2024-11-16,08:00,Campus Utpl,105,33.11
,1101000207,2,Agropecuaria,DIAGNOSTICO,2024-11-16,08:00,Campus Utpl,105,33.11
,1101000208,1,Agropecuaria,DIAGNOSTICO,2024-11-15,10:00,Campus Utpl,106,11.53
,1101000208,2,Psicopedagogia,DIAGNOSTICO,2024-11-15,10:00,Campus Utpl,106,11.53
,1101000209,1,Biologia,ADMISION,2024-11-16,10:00,Campus Utpl,107,17.86
,1101000209,2,Administracion de Empresas,DIAGNOSTICO,2024-11-16,10:00,Campus Utpl,107,17.86
,1101000210,1,Agropecuaria,DIAGNOSTICO,2024-11-15,14:00,Campus Utpl,108,3.83
,1101000210,2,Nutricion y Dietetica,ADMISION,2024-11-15,14:00,Campus Utpl,108,3.83
,1101000211,1,Educacion Basica,DIAGNOSTICO,2024-11-16,15:00,Campus Utpl,109,43.46
,1101000211,2,Biologia,ADMISION,2024-11-16,15:00,Campus Utpl,109,43.46
,1101000212,1,Ciencias Politicas y Rel. Internacionales,DIAGNOSTICO,2024-11-15,11:00,Campus Utpl,110,78.64
,1101000212,2,Contabilidad y Auditoria,DIAGNOSTICO,2024-11-15,11:00,Campus Utpl,110,78.64
,1101000213,1,Economia,DIAGNOSTICO,2024-11-16,14:00,Campus Utpl,111,60.62
,1101000213,2,Nutricion y Dietetica,ADMISION,2024-11-16,14:00,Campus Utpl,111,60.62
,1101000214,1,Administracion de Empresas,DIAGNOSTICO,2024-11-15,14:00,Campus Utpl,112,11.56
,1101000214,2,Ingenieria en Sistemas Computacionales,ADMISION,2024-11-15,14:00,Campus Utpl,112,11.56
,1101000215,1,Artes Escenicas,DIAGNOSTICO,2024-11-16,08:00,Campus Utpl,113,19.01
,1101000215,2,Psicologia,ADMISION,2024-11-16,08:00,Campus Utpl,113,19.01
,1101000216,1,Psicologia Clinica,ADMISION,2024-11-15,08:00,Campus Utpl,114,70.88
,1101000216,2,Derecho,DIAGNOSTICO,2024-11-15,08:00,Campus Utpl,114,70.88
,1101000217,1,Enfermeria,ADMISION,2024-11-16,14:00,Campus Utpl,115,51.99
,1101000217,2,Geologia,ADMISION,2024-11-16,14:00,Campus Utpl,115,51.99
,1101000218,1,Arquitectura,ADMISION,2024-11-15,15:00,Campus Utpl,116,68.69
,1101000218,2,Marketing,DIAGNOSTICO,2024-11-15,15:00,Campus Utpl,116,68.69
,1101000219,1,Ciencias Politicas y Rel. Internacionales,DIAGNOSTICO,2024-11-16,09:00,Campus Utpl,117,73.7
,1101000219,2,Geologia,ADMISION,2024-11-16,09:00,Campus Utpl,117,73.7
,1101000220,1,Ingenieria en Sistemas Computacionales,ADMISION,2024-11-15,08:00,Campus Utpl,118,36.42
,1101000220,2,Psicologia,ADMISION,2024-11-15,08:00,Campus Utpl,118,36.42
,1101000221,1,Alimentos,ADMISION,2024-11-16,10:00,Campus Utpl,119,94.89
,1101000221,2,Nutricion y Dietetica,ADMISION,2024-11-16,10:00,Campus Utpl,119,94.89
,1101000222,1,Pedagogia de los Idiomas Nac. y Ext.,ADMISION,2024-11-15,15:00,Campus Utpl,120,62.32
,1101000222,2,Administracion de Empresas,DIAGNOSTICO,2024-11-15,15:00,Campus Utpl,120,62.32
,1101000223,1,Psicopedagogia,DIAGNOSTICO,2024-11-16,15:00,Campus Utpl,121,84.8
,1101000223,2,Administracion de Empresas,DIAGNOSTICO,2024-11-16,15:00,Campus Utpl,121,84.8
,1101000224,1,Artes Escenicas,DIAGNOSTICO,2024-11-15,14:00,Campus Utpl,122,90
,1101000224,2,Psicopedagogia,DIAGNOSTICO,2024-11-15,14:00,Campus Utpl,122,90
,1101000225,1,Comunicacion,DIAGNOSTICO,2024-11-16,11:00,Campus Utpl,123,30.93
,1101000225,2,Artes Visuales,DIAGNOSTICO,2024-11-16,11:00,Campus Utpl,123,30.93
,1101000226,1,Biologia,ADMISION,2024-11-15,15:00,Campus Utpl,124,32.62
,1101000226,2,Bioquimica y Farmacia,ADMISION,2024-11-15,15:00,Campus Utpl,124,32.62
,1101000227,1,Psicologia Clinica,ADMISION,2024-11-16,09:00,Campus Utpl,125,29.57
,1101000227,2,Pedagogia de los Idiomas Nac. y Ext.,ADMISION,2024-11-16,09:00,Campus Utpl,125,29.57
,1101000228,1,Arquitectura,ADMISION,2024-11-15,15:00,Campus Utpl,126,19.18
,1101000228,2,Psicologia Clinica,ADMISION,2024-11-15,15:00,Campus Utpl,126,19.18
,1101000229,1,Bioquimica y Farmacia,ADMISION,2024-11-16,15:00,Campus Utpl,127,94.04
,1101000229,2,Artes Escenicas,DIAGNOSTICO,2024-11-16,15:00,Campus Utpl,127,94.04
,1101000230,1,Biologia,ADMISION,2024-11-15,09:00,Campus Utpl,128,74.81
,1101000230,2,Ingenieria en Sistemas Computacionales,ADMISION,2024-11-15,09:00,Campus Utpl,128,74.81
,1101000231,1,Telecomunicaciones,ADMISION,2024-11-16,10:00,Campus Utpl,129,61.55
,1101000231,2,Ingenieria en Sistemas Computacionales,ADMISION,2024-11-16,10:00,Campus Utpl,129,61.55
,1101000232,1,Artes Escenicas,DIAGNOSTICO,2024-11-15,08:00,Campus Utpl,101,40.61
,1101000232,2,Biologia,ADMISION,2024-11-15,08:00,Campus Utpl,101,40.61
,1101000233,1,Administracion de Empresas,DIAGNOSTICO,2024-11-16,09:00,Campus Utpl,102,30.39
,1101000233,2,Telecomunicaciones,ADMISION,2024-11-16,09:00,Campus Utpl,102,30.39
,1101000234,1,Enfermeria,ADMISION,2024-11-15,14:00,Campus Utpl,103,42.99
,1101000234,2,Alimentos,ADMISION,2024-11-15,14:00,Campus Utpl,103,42.99
,1101000235,1,Ingenieria Civil,ADMISION,2024-11-16,10:00,Campus Utpl,104,60.67
,1101000235,2,Educacion Basica,DIAGNOSTICO,2024-11-16,10:00,Campus Utpl,104,60.67
,1101000236,1,Ingenieria Ambiental,ADMISION,2024-11-15,11:00,Campus Utpl,105,46.5
,1101000236,2,Artes Visuales,DIAGNOSTICO,2024-11-15,11:00,Campus Utpl,105,46.5
,1101000237,1,Ciencias Politicas y Rel. Internacionales,DIAGNOSTICO,2024-11-16,14:00,Campus Utpl,106,67.56
,1101000237,2,Comunicacion,DIAGNOSTICO,2024-11-16,14:00,Campus Utpl,106,67.56
,1101000238,1,Telecomunicaciones,ADMISION,2024-11-15,15:00,Campus Utpl,107,47.32
,1101000238,2,Finanzas,DIAGNOSTICO,2024-11-15,15:00,Campus Utpl,107,47.32
,1101000239,1,Telecomunicaciones,ADMISION,2024-11-16,08:00,Campus Utpl,108,16.97
,1101000239,2,Nutricion y Dietetica,ADMISION,2024-11-16,08:00,Campus Utpl,108,16.97
,1101000240,1,Arquitectura,ADMISION,2024-11-15,15:00,Campus Utpl,109,28.38
,1101000240,2,Agropecuaria,DIAGNOSTICO,2024-11-15,15:00,Campus Utpl,109,28.38
,1101000241,1,Agropecuaria,DIAGNOSTICO,2024-11-16,10:00,Campus Utpl,110,63.29
,1101000241,2,Enfermeria,ADMISION,2024-11-16,10:00,Campus Utpl,110,63.29
,1101000242,1,Economia,DIAGNOSTICO,2024-11-15,09:00,Campus Utpl,111,9.34
,1101000242,2,Medicina,ADMISION,2024-11-15,09:00,Campus Utpl,111,9.34
,1101000243,1,Psicologia Clinica,ADMISION,2024-11-16,09:00,Campus Utpl,112,67.28
,1101000243,2,Enfermeria,ADMISION,2024-11-16,09:00,Campus Utpl,112,67.28
,1101000244,1,Alimentos,ADMISION,2024-11-15,09:00,Campus Utpl,113,80.66
,1101000244,2,Pedagogia de los Idiomas Nac. y Ext.,ADMISION,2024-11-15,09:00,Campus Utpl,113,80.66
,1101000245,1,Educacion Basica,DIAGNOSTICO,2024-11-16,09:00,Campus Utpl,114,2.44
,1101000245,2,Psicopedagogia,DIAGNOSTICO,2024-11-16,09:00,Campus Utpl,114,2.44
,1101000246,1,Enfermeria,ADMISION,2024-11-15,14:00,Campus Utpl,115,98.39
,1101000246,2,Finanzas,DIAGNOSTICO,2024-11-15,14:00,Campus Utpl,115,98.39
,1101000247,1,Psicopedagogia,DIAGNOSTICO,2024-11-16,08:00,Campus Utpl,116,84.97
,1101000247,2,Comunicacion,DIAGNOSTICO,2024-11-16,08:00,Campus Utpl,116,84.97
,1101000248,1,Agropecuaria,DIAGNOSTICO,2024-11-15,15:00,Campus Utpl,117,45.54
,1101000248,2,Medicina,ADMISION,2024-11-15,15:00,Campus Utpl,117,45.54
,1101000249,1,Ciencias Politicas y Rel. Internacionales,DIAGNOSTICO,2024-11-16,15:00,Campus Utpl,118,57.57
,1101000249,2,Ingenieria Ambiental,ADMISION,2024-11-16,15:00,Campus Utpl,118,57.57
,1101000250,1,Medicina,ADMISION,2024-11-15,11:00,Campus Utpl,119,69.64
,1101000250,2,Agropecuaria,DIAGNOSTICO,2024-11-15,11:00,Campus Utpl,119,69.64
,1101000251,1,Educacion Basica,DIAGNOSTICO,2024-11-16,09:00,Campus Utpl,120,39.97
,1101000251,2,Medicina,ADMISION,2024-11-16,09:00,Campus Utpl,120,39.97
,1101000252,1,Ingenieria Civil,ADMISION,2024-11-15,08:00,Campus Utpl,121,65.61
,1101000252,2,Psicologia,ADMISION,2024-11-15,08:00,Campus Utpl,121,65.61
,1101000253,1,Arquitectura,ADMISION,2024-11-16,08:00,Campus Utpl,122,89.27
,1101000253,2,Ingenieria Civil,ADMISION,2024-11-16,08:00,Campus Utpl,122,89.27
,1101000254,1,Bioquimica y Farmacia,ADMISION,2024-11-15,09:00,Campus Utpl,123,77.84
,1101000254,2,Educacion Basica,DIAGNOSTICO,2024-11-15,09:00,Campus Utpl,123,77.84
,1101000255,1,Enfermeria,ADMISION,2024-11-16,15:00,Campus Utpl,124,17.59
,1101000255,2,Ingenieria Ambiental,ADMISION,2024-11-16,15:00,Campus Utpl,124,17.59
,1101000256,1,Finanzas,DIAGNOSTICO,2024-11-15,08:00,Campus Utpl,125,51.8
,1101000256,2,Enfermeria,ADMISION,2024-11-15,08:00,Campus Utpl,125,51.8
,1101000257,1,Telecomunicaciones,ADMISION,2024-11-16,08:00,Campus Utpl,126,55.74
,1101000257,2,Pedagogia de los Idiomas Nac. y Ext.,ADMISION,2024-11-16,08:00,Campus Utpl,126,55.74
,1101000258,1,Geologia,ADMISION,2024-11-15,11:00,Campus Utpl,127,45.65
,1101000258,2,Biologia,ADMISION,2024-11-15,11:00,Campus Utpl,127,45.65
,1101000259,1,Ingenieria en Sistemas Computacionales,ADMISION,2024-11-16,14:00,Campus Utpl,128,66.76
,1101000259,2,Bioquimica y Farmacia,ADMISION,2024-11-16,14:00,Campus Utpl,128,66.76
,1101000260,1,Marketing,DIAGNOSTICO,2024-11-15,11:00,Campus Utpl,129,59.55
,1101000260,2,Ingenieria Ambiental,ADMISION,2024-11-15,11:00,Campus Utpl,129,59.55
,1101000261,1,Artes Visuales,DIAGNOSTICO,2024-11-16,15:00,Campus Utpl,101,61.27
,1101000261,2,Agropecuaria,DIAGNOSTICO,2024-11-16,15:00,Campus Utpl,101,61.27
,1101000262,1,Psicopedagogia,DIAGNOSTICO,2024-11-15,11:00,Campus Utpl,102,89.2
,1101000262,2,Agropecuaria,DIAGNOSTICO,2024-11-15,11:00,Campus Utpl,102,89.2
,1101000263,1,Ingenieria Ambiental,ADMISION,2024-11-16,14:00,Campus Utpl,103,83.06
,1101000263,2,Comunicacion,DIAGNOSTICO,2024-11-16,14:00,Campus Utpl,103,83.06
,1101000264,1,Artes Escenicas,DIAGNOSTICO,2024-11-15,09:00,Campus Utpl,104,44.59
,1101000264,2,Arquitectura,ADMISION,2024-11-15,09:00,Campus Utpl,104,44.59
,1101000265,1,Ingenieria Ambiental,ADMISION,2024-11-16,11:00,Campus Utpl,105,74.37
,1101000265,2,Agropecuaria,DIAGNOSTICO,2024-11-16,11:00,Campus Utpl,105,74.37
,1101000266,1,Ingenieria Ambiental,ADMISION,2024-11-15,09:00,Campus Utpl,106,45.01
,1101000266,2,Derecho,DIAGNOSTICO,2024-11-15,09:00,Campus Utpl,106,45.01
,1101000267,1,Pedagogia de los Idiomas Nac. y Ext.,ADMISION,2024-11-16,10:00,Campus Utpl,107,83.99
,1101000267,2,Finanzas,DIAGNOSTICO,2024-11-16,10:00,Campus Utpl,107,83.99
,1101000268,1,Geologia,ADMISION,2024-11-15,14:00,Campus Utpl,108,76.58
,1101000268,2,Psicologia,ADMISION,2024-11-15,14:00,Campus Utpl,108,76.58
,1101000269,1,Marketing,DIAGNOSTICO,2024-11-16,09:00,Campus Utpl,109,48.46
,1101000269,2,Educacion Basica,DIAGNOSTICO,2024-11-16,09:00,Campus Utpl,109,48.46
,1101000270,1,Administracion de Empresas,DIAGNOSTICO,2024-11-15,08:00,Campus Utpl,110,27.46
,1101000270,2,Educacion Basica,DIAGNOSTICO,2024-11-15,08:00,Campus Utpl,110,27.46
,1101000271,1,Artes Visuales,DIAGNOSTICO,2024-11-16,09:00,Campus Utpl,111,71.35
,1101000271,2,Bioquimica y Farmacia,ADMISION,2024-11-16,09:00,Campus Utpl,111,71.35
,1101000272,1,Ingenieria en Sistemas Computacionales,ADMISION,2024-11-15,10:00,Campus Utpl,112,27.17
,1101000272,2,Ingenieria Ambiental,ADMISION,2024-11-15,10:00,Campus Utpl,112,27.17
,1101000273,1,Ingenieria en Sistemas Computacionales,ADMISION,2024-11-16,08:00,Campus Utpl,113,89.3
,1101000273,2,Derecho,DIAGNOSTICO,2024-11-16,08:00,Campus Utpl,113,89.3
